ido_word,esperanto_word,in_current_dict
Samoyeda linguaro,Samojeda lingvaro,False
Sanesala cienci,Sanscienco,False
Sanskrita linguo,Sanskrito,False
Santala linguo,Santala lingvo,False
Sardiniana linguo,Sarda lingvo,False
Saronik insuli,Saronaj insuloj,False
Saronika gulfo,Sarona Golfo,False
Schwerin,Schwerin,False
Sedimentala roki,Sedimenta rokaĵo,False
Semida lingui,Ŝemida lingvaro,False
Senkondiciona kapitulaco,Senkondiĉa kapitulaco,False
Senpilotist aviacilo,Senpilota aviadilo,False
Senviva pikturo,Aĵpentraĵo,False
Serbiana linguo,Serba lingvo,False
Serial ocidero,Seria murdisto,False
Sexual atrakteso,Seksallogo,False
Sexual ecito,Seksa ekscitiĝo,False
Sexual orientizo,Seksa orientiĝo,False
Sexuala relato,Amoro,False
Sferala geometrio,Sfera geometrio,False
Sikion,Sikiono,False
Sileziana linguo,Silezia-pola lingvo,False
Simetra kriptosistemo,Simetria ĉifro,False
Simpla mashino,Simpla maŝino,False
Simpla vivo,Modera vivostilo,False
Sindikato laborala,Sindikato,False
Sinkronigata natado,Sinkrona naĝado,False
Sintaxala sukro,Sintaksa sukero,False
Skalarala potencialo,Skalarpotencialo,False
Skota linguo,Skota lingvo,False
Skrenal ambiento,Fenestrilo,False
Slava lingui,Slava lingvaro,False
Slovaka linguo,Slovaka lingvo,False
Sloveniana linguo,Slovena lingvo,False
Sociala cienco,Socia scienco,False
Sociala grupo,Socia grupo,False
Sociala kontrato,Socia kontrakto,False
Sociala movemento,Socia movado,False
Sociala psikologio,Socia psikologio,False
Sociala relato,Sociaj rilatoj,False
Societala realismo,Socia realismo,False
Softwarala kompanio,Firmaoj pri komputila programaro,False
Sola fide,Sola fide,False
Solon,Solono,False
Somaliana linguo,Somala lingvo,False
Southampton,Southampton,False
Specala relativeso,Speciala teorio de relativeco,False
Specifika pezo,Denso,False
Spekulema fiktiveso,Spekulativa fikcio,False
Splatoon,Splatoon,False
Sporta pafado,Sporta pafado,False
Stagnanta aqueyo,Stagnanta akvejo,False
Stalizita betono,Ŝtalbetono,False
Strabon,Strabono,False
Stranjera politiko,Ekstera politiko,False
Strukturala linguistiko,Strukturisma lingvistiko,False
Submara navo,Submarŝipo,False
Subtropikala klimato,Subtropiko,False
Suda polo,Suda poluso,False
Sueda linguo,Sveda lingvo,False
Sunala celulo,Sunĉelo,False
Sunala energio,Sunenergio,False
Sunala sistemo,Sunsistemo,False
Sunala vento,Suna vento,False
Supersona rapideso,Supersona rapido,False
Supra paleolitiko,Malfrua Paleolitiko,False
Surfacal aqui,Surfacakvo,False
Surtabla komputero,Surtabla komputilo,False
Surtabla ludo,Tabulludo,False
Sustenebla developo,Daŭripova disvolviĝo,False
Suwon,Suvon,False
Swahilia linguo,Svahila lingvo,False
Swindon,Swindon,False
Szczecin,Szczecin,False
Tamil linguo,Tamila lingvo,False
Tasmaniana tigro,Tilacino,False
Tatara linguo,Tatara lingvo,False
Tegumentala sistemo,Tegumenta sistemo,False
Telamon,Telamono,False
Telugu linguo,Telugua lingvo,False
Teorial informatiko,Matematika komputoscienco,False
Terala eri,Terhistorio,False
Teralkala metalo,Teralkala metalo,False
Termala energio,Varmoenergio,False
Termodinamikala ciklo,Termodinamika ciklo,False
Termodinamikala procedo,Termodinamika procezo,False
Ternara nombrosistemo,Triuma sistemo,False
Texto korpo,Korpuso,False
Thomas d'Aquino,Tomaso de Akvino,False
Tianjin,Tjanĝino,False
Tiburon,Tiburon,False
Tituliera sideyo,Titulara episkopujo,False
Tongana linguo,Tongana lingvo,False
Topologiala spaco,Topologia spaco,False
Torfopeca kabano,Torfpeca kabano,False
Torto flamagita,Flamkuko,False
Toulon,Toulon,False
Tradicionala savo,Tradicia scio,False
Traduko memoro,Tradukmemoro,False
Trancendanta nombro,Transcenda nombro,False
Transsiberia fervoyo,Transsiberia fervojo,False
Triangulatra komerco,Triangula komerco,False
Triesma mondo,Tria mondo,False
Trigonometriala funciono,Trigonometria funkcio,False
Tropikala ciklono,Uragano,False
Tropikala klimato,Tropika klimato,False
Tsaghkadzor,Caghkadzor,False
Tuluana linguo,Tulua lingvo,False
Tungusiana lingui,Tunguz-manĉura lingvaro,False
Turka lingui,Tjurka lingvaro,False
Turka linguo,Turka lingvo,False
Turka populi,Tjurkaj popoloj,False
Tutanhamon,Tutanĥamono,False
Tykocin,Tykocin,False
Ukrainana linguo,Ukraina lingvo,False
Umayada kalifio,Omajada kaliflando,False
Unara nombrosistemo,Unuuma nombrosistemo,False
Unesma koalisuro,Unua Koalicio-Milito,False
Unesma krucomilito,Unua krucmilito,False
Unesma mondomilito,Unua Mondmilito,False
Uralika linguaro,Urala lingvaro,False
Urbala ferovoyo,Metroo,False
Uruguayana peso,Urugvaja peso,False
Usana dolaro,Usona dolaro,False
Usana imperialismo,Usona Imperiismo,False
Vaganta kleriki,Vagantaj klerikoj,False
Valo d'Aosta,Aosta Valo,False
Vandala linguo,Vandala lingvo,False
Varianta stelo,Varia stelo,False
Vektorala spaco,Vektora spaco,False
Veterinarala medicino,Veterinara medicino,False
Vietnamana linguo,Vjetnama lingvo,False
Vietnamana literaturo,Vjetnama literaturo,False
Virtuala mashino,Virtuala maŝino,False
Volebalo plajala,Plaĝa volejbalo,False
Voliniana masakro,Volinia masakro,False
Vortica flui,Kirlokurento,False
Votiana linguo,Vota lingvo,False
Voyajera kolombo,Migrokolombo,False
Walsana linguo,Kimra lingvo,False
Washington,Washington,False
Wellington,Velingtono,False
Wisconsin,Viskonsino,False
Xenofon,Ksenofono,False
Yangon,Jangono,False
Yukagira linguaro,Jukagira lingvaro,False
Yurala proceduro,Procedura juro,False
Zaporijjiana kozaki,Zaporogoj,False
Zollverein,Germana Doganunio,False
